Index	Name	IsConst	Min	Max	Unique values	Unique values in characters
79	BARCODE_AC[12]	True			[32]	[' ']
80	Semicolon	True			[59]	[';']
81	??? - DB 413DBB 115	True			[0]	['\x00']
82	??? - DB 413DBB 101	True			[0]	['\x00']
83	B_BARCODE_AC[1]	False	48	72	[72, 48, 56]	['H', '0', '8']
84	B_BARCODE_AC[2]	False	53	72	[72, 53]	['H', '5']
85	B_BARCODE_AC[3]	False	53	72	[72, 57, 53]	['H', '9', '5']
86	B_BARCODE_AC[4]	False	48	72	[72, 48, 53]	['H', '0', '5']
87	B_BARCODE_AC[5]	False	48	72	[72, 49, 48]	['H', '1', '0']
88	B_BARCODE_AC[6]	False	50	72	[72, 50]	['H', '2']
89	B_BARCODE_AC[7]	False	51	72	[72, 51, 57]	['H', '3', '9']
90	B_BARCODE_AC[8]	False	49	72	[72, 50, 49, 51]	['H', '2', '1', '3']
91	B_BARCODE_AC[9]	False	48	72	[72, 53, 57, 49, 50, 52, 51, 48]	['H', '5', '9', '1', '2', '4', '3', '0']
92	B_BARCODE_AC[10]	False	48	72	[72, 54, 48, 51, 50, 49, 52, 55, 56, 53, 57]	['H', '6', '0', '3', '2', '1', '4', '7', '8', '5', '9']
93	B_BARCODE_AC[11]	False	32	72	[72, 32]	['H', ' ']
94	B_BARCODE_AC[12]	True			[32]	[' ']
95	TG_B.STATUS	False	32	48	[32, 48]	[' ', '0']
96	xray_machine_ok	True			[1]	['\x01']
97	xray_ready	False	0	1	[1, 0]	['\x01', '\x00']
