Index	Name	IsConst	Min	Max	Unique values	Unique values in characters
84	B_BARCODE_AC[2]	False	51	72	[72, 51]	['H', '3']
85	B_BARCODE_AC[3]	False	57	72	[72, 57]	['H', '9']
86	B_BARCODE_AC[4]	False	48	72	[72, 48]	['H', '0']
87	B_BARCODE_AC[5]	False	55	72	[72, 55]	['H', '7']
88	B_BARCODE_AC[6]	False	57	72	[72, 57]	['H', '9']
89	B_BARCODE_AC[7]	False	49	72	[72, 49]	['H', '1']
90	B_BARCODE_AC[8]	False	54	72	[72, 54]	['H', '6']
91	B_BARCODE_AC[9]	False	50	72	[72, 50]	['H', '2']
92	B_BARCODE_AC[10]	False	53	72	[72, 53]	['H', '5']
93	B_BARCODE_AC[11]	False	32	72	[72, 32]	['H', ' ']
94	B_BARCODE_AC[12]	True			[32]	[' ']
95	TG_B.STATUS	False	32	48	[32, 48]	[' ', '0']
96	Trigger	True			[0]	['\x00']
97	Fehler	True			[0]	['\x00']
