Index	Name	IsConst	Min	Max	Unique values	Unique values in characters
70	BARCODE_AC[3]	False	51	63	[63, 57, 51]	['?', '9', '3']
71	BARCODE_AC[4]	False	48	63	[63, 48, 53]	['?', '0', '5']
72	BARCODE_AC[5]	False	49	63	[63, 49, 56]	['?', '1', '8']
73	BARCODE_AC[6]	False	50	63	[63, 50, 56]	['?', '2', '8']
74	BARCODE_AC[7]	False	51	63	[63, 51, 56]	['?', '3', '8']
75	BARCODE_AC[8]	False	48	63	[63, 52, 55, 48]	['?', '4', '7', '0']
76	BARCODE_AC[9]	False	52	63	[63, 52, 54, 56]	['?', '4', '6', '8']
77	BARCODE_AC[10]	False	48	63	[63, 56, 48, 51]	['?', '8', '0', '3']
78	BARCODE_AC[11]	True			[32]	[' ']
79	BARCODE_AC[12]	True			[32]	[' ']
80	Semicolon	True			[59]	[';']
81	??? - DB 413DBB 115	True			[0]	['\x00']
82	??? - DB 413DBB 101	True			[0]	['\x00']
83	B_BARCODE_AC[1]	False	48	72	[72, 48, 51]	['H', '0', '3']
84	B_BARCODE_AC[2]	False	53	72	[72, 53, 57]	['H', '5', '9']
85	B_BARCODE_AC[3]	False	57	72	[72, 57]	['H', '9']
86	B_BARCODE_AC[4]	False	48	72	[72, 48, 57]	['H', '0', '9']
87	B_BARCODE_AC[5]	False	49	72	[72, 49, 56]	['H', '1', '8']
88	B_BARCODE_AC[6]	False	48	72	[72, 50, 48]	['H', '2', '0']
89	B_BARCODE_AC[7]	False	49	72	[72, 51, 49]	['H', '3', '1']
90	B_BARCODE_AC[8]	False	49	72	[72, 52, 53, 55, 54, 56, 49]	['H', '4', '5', '7', '6', '8', '1']
91	B_BARCODE_AC[9]	False	48	72	[72, 50, 49, 53, 52, 54, 48, 57, 56, 51, 55]	['H', '2', '1', '5', '4', '6', '0', '9', '8', '3', '7']
92	B_BARCODE_AC[10]	False	48	72	[72, 55, 53, 57, 50, 51, 48, 54, 56, 52]	['H', '7', '5', '9', '2', '3', '0', '6', '8', '4']
93	B_BARCODE_AC[11]	False	32	72	[72, 32]	['H', ' ']
94	B_BARCODE_AC[12]	True			[32]	[' ']
95	TG_B.STATUS	False	32	48	[32, 48]	[' ', '0']
96	xray_machine_ok	True			[1]	['\x01']
97	xray_ready	False	0	1	[1, 0]	['\x01', '\x00']
